pid,local_id,parent,mods_genre_ms,Title
harleyspiller:40981,19-12-22,info:fedora/harleyspiller:MetadataReview7,menus,Mary Chung
harleyspiller:38815,19-12-23,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41001,19-12-23,info:fedora/harleyspiller:MetadataReview7,menus,Mee Sum
harleyspiller:38809,19-12-24,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41013,19-12-24,info:fedora/harleyspiller:MetadataReview7,menus,Mu Lan
harleyspiller:38826,19-12-25,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:40996,19-12-25,info:fedora/harleyspiller:MetadataReview7,menus,New Golden Gate
harleyspiller:38770,19-12-26,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41055,19-12-26,info:fedora/harleyspiller:MetadataReview7,menus,New Hong Kong Village
harleyspiller:38791,19-12-27,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41028,19-12-27,info:fedora/harleyspiller:MetadataReview7,menus,Peach Farm Restaurant
harleyspiller:38773,19-12-28,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41046,19-12-28,info:fedora/harleyspiller:MetadataReview7,menus,Pu Pu Hot Pot
harleyspiller:38755,19-12-29,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41061,19-12-29,info:fedora/harleyspiller:MetadataReview7,menus,Qingdao Garden
harleyspiller:38761,19-12-3,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41049,19-12-3,info:fedora/harleyspiller:MetadataReview7,menus,Changsho Restaurant
harleyspiller:38788,19-12-30,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41025,19-12-30,info:fedora/harleyspiller:MetadataReview7,menus,Rose's
harleyspiller:38767,19-12-31,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41052,19-12-31,info:fedora/harleyspiller:MetadataReview7,menus,Shing Yee Restaurant
harleyspiller:38823,19-12-32,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:40993,19-12-32,info:fedora/harleyspiller:MetadataReview7,menus,Yenching
harleyspiller:38806,19-12-33,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41010,19-12-33,info:fedora/harleyspiller:MetadataReview7,menus,Yum Yum
harleyspiller:38758,19-12-4,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41073,19-12-4,info:fedora/harleyspiller:MetadataReview7,menus,"China Express, Nina Simonds'"
harleyspiller:38779,19-12-5,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41037,19-12-5,info:fedora/harleyspiller:MetadataReview7,menus,China Pearl
harleyspiller:38818,19-12-6,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41004,19-12-6,info:fedora/harleyspiller:MetadataReview7,menus,China Pearl Restaurant
harleyspiller:38835,19-12-7,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:40978,19-12-7,info:fedora/harleyspiller:MetadataReview7,menus,China Peony
harleyspiller:38829,19-12-8,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:40987,19-12-8,info:fedora/harleyspiller:MetadataReview7,menus,China Sun
harleyspiller:38812,19-12-9,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41016,19-12-9,info:fedora/harleyspiller:MetadataReview7,menus,Chinatown Seafood Restaurant
harleyspiller:38740,19-13-1,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41085,19-13-1,info:fedora/harleyspiller:MetadataReview7,menus,Maine Wok
harleyspiller:38718,19-13-2,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41094,19-13-2,info:fedora/harleyspiller:MetadataReview7,menus,Shinbashi
harleyspiller:38724,19-13-3,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41101,19-13-3,info:fedora/harleyspiller:MetadataReview7,menus,Sing's
harleyspiller:38727,19-13-4,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41097,19-13-4,info:fedora/harleyspiller:MetadataReview7,menus,Sing's
harleyspiller:38721,19-13-5,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41091,19-13-5,info:fedora/harleyspiller:MetadataReview7,menus,Central Asia
harleyspiller:38737,19-13-6,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41088,19-13-6,info:fedora/harleyspiller:MetadataReview7,menus,Hunan Manor
harleyspiller:38731,19-13-7,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41079,19-13-7,info:fedora/harleyspiller:MetadataReview7,menus,New China
harleyspiller:38734,19-13-8,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41076,19-13-8,info:fedora/harleyspiller:MetadataReview7,menus,Oriental East Restaurant
harleyspiller:38743,19-13-9,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41082,19-13-9,info:fedora/harleyspiller:MetadataReview7,menus,Palais de Lune
harleyspiller:38699,19-14-1,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41114,19-14-1,info:fedora/harleyspiller:MetadataReview7,menus,Mountain King
harleyspiller:38713,19-14-2,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41112,19-14-2,info:fedora/harleyspiller:MetadataReview7,menus,China Fair Restaurant
harleyspiller:38708,19-14-3,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41107,19-14-3,info:fedora/harleyspiller:MetadataReview7,menus,Dynasty
harleyspiller:38710,19-14-4,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41104,19-14-4,info:fedora/harleyspiller:MetadataReview7,menus,The Incredible Edible's
harleyspiller:38715,19-14-5,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41109,19-14-5,info:fedora/harleyspiller:MetadataReview7,menus,Mandarin Palace Chinese Restaurant
harleyspiller:38696,19-14-6,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41118,19-14-6,info:fedora/harleyspiller:MetadataReview7,menus,Mon Jin Lau
harleyspiller:38703,19-14-7,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41124,19-14-7,info:fedora/harleyspiller:MetadataReview7,menus,New Peking Chinese Restaurant
harleyspiller:38705,19-14-8,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41121,19-14-8,info:fedora/harleyspiller:MetadataReview7,menus,Shanghai Garden
harleyspiller:38681,19-15-1,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41138,19-15-1,info:fedora/harleyspiller:MetadataReview7,menus,China Café
harleyspiller:38693,19-15-2,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41132,19-15-2,info:fedora/harleyspiller:MetadataReview7,menus,Saigon Cafe
harleyspiller:38687,19-15-3,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41126,19-15-3,info:fedora/harleyspiller:MetadataReview7,menus,Shuang Cheng Restaurant
harleyspiller:38684,19-15-4,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41129,19-15-4,info:fedora/harleyspiller:MetadataReview7,menus,Super Buffet
harleyspiller:38690,19-15-5,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41135,19-15-5,info:fedora/harleyspiller:MetadataReview7,menus,Szechuan Spice Restaurant
harleyspiller:38666,19-16-1,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41156,19-16-1,info:fedora/harleyspiller:MetadataReview7,menus,Canton
harleyspiller:38669,19-16-2,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41150,19-16-2,info:fedora/harleyspiller:MetadataReview7,menus,China Dish
harleyspiller:38675,19-16-3,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41144,19-16-3,info:fedora/harleyspiller:MetadataReview7,menus,China King
harleyspiller:38678,19-16-4,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41141,19-16-4,info:fedora/harleyspiller:MetadataReview7,menus,Chop Stick
harleyspiller:38672,19-16-5,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41147,19-16-5,info:fedora/harleyspiller:MetadataReview7,menus,Ding How
harleyspiller:38660,19-16-6,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41159,19-16-6,info:fedora/harleyspiller:MetadataReview7,menus,Hong Kong Buffet
harleyspiller:38655,19-16-7,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41165,19-16-7,info:fedora/harleyspiller:MetadataReview7,menus,Joyous
harleyspiller:38657,19-16-8,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41162,19-16-8,info:fedora/harleyspiller:MetadataReview7,menus,New China Wok Restaurant Inc.
harleyspiller:38663,19-16-9,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41153,19-16-9,info:fedora/harleyspiller:MetadataReview7,menus,Wu's Chinese Restaurant
harleyspiller:38458,19-19-1,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41195,19-19-1,info:fedora/harleyspiller:MetadataReview7,menus,#1 Garden
harleyspiller:38452,19-19-10,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41265,19-19-10,info:fedora/harleyspiller:MetadataReview7,menus,Chopstix
harleyspiller:38506,19-19-11,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41294,19-19-11,info:fedora/harleyspiller:MetadataReview7,menus,D & J Garden
harleyspiller:38559,19-19-12,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41201,19-19-12,info:fedora/harleyspiller:MetadataReview7,menus,Daily Restaurant
harleyspiller:38608,19-19-13,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41234,19-19-13,info:fedora/harleyspiller:MetadataReview7,menus,Foliage Garden
harleyspiller:38576,19-19-14,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41225,19-19-14,info:fedora/harleyspiller:MetadataReview7,menus,Foo Hing Palace
harleyspiller:38544,19-19-15,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41170,19-19-15,info:fedora/harleyspiller:MetadataReview7,menus,Future Restaurant
harleyspiller:38524,19-19-16,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41329,19-19-16,info:fedora/harleyspiller:MetadataReview7,menus,Golden River
harleyspiller:38482,19-19-17,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41274,19-19-17,info:fedora/harleyspiller:MetadataReview7,menus,Goody
harleyspiller:38466,19-19-18,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41259,19-19-18,info:fedora/harleyspiller:MetadataReview7,menus,Great Wall Chinese Restaurant
harleyspiller:38491,19-19-19,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41309,19-19-19,info:fedora/harleyspiller:MetadataReview7,menus,Great Wall Kitchen
harleyspiller:38605,19-19-2,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41306,19-19-2,info:fedora/harleyspiller:MetadataReview7,menus,Aroma
harleyspiller:38494,19-19-20,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41312,19-19-20,info:fedora/harleyspiller:MetadataReview7,menus,Green Kitchen Restaurants
harleyspiller:38461,19-19-21,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41254,19-19-21,info:fedora/harleyspiller:MetadataReview7,menus,Ho Won
harleyspiller:38599,19-19-22,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41245,19-19-22,info:fedora/harleyspiller:MetadataReview7,menus,Hoboken Cottage
harleyspiller:38568,19-19-23,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41187,19-19-23,info:fedora/harleyspiller:MetadataReview7,menus,Hoboken Cottage
harleyspiller:38538,19-19-24,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41181,19-19-24,info:fedora/harleyspiller:MetadataReview7,menus,Hoboken Cottage
harleyspiller:38588,19-19-25,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41213,19-19-25,info:fedora/harleyspiller:MetadataReview7,menus,Hong Kong
harleyspiller:38472,19-19-26,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41286,19-19-26,info:fedora/harleyspiller:MetadataReview7,menus,Hunan Garden
harleyspiller:38530,19-19-27,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41318,19-19-27,info:fedora/harleyspiller:MetadataReview7,menus,Jade Lee Kitchen
harleyspiller:38512,19-19-28,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41303,19-19-28,info:fedora/harleyspiller:MetadataReview7,menus,Jade Lee Kitchen
harleyspiller:38446,19-19-29,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41262,19-19-29,info:fedora/harleyspiller:MetadataReview7,menus,Jasper
harleyspiller:38556,19-19-3,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41251,19-19-3,info:fedora/harleyspiller:MetadataReview7,menus,Aroma
harleyspiller:38532,19-19-30,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41320,19-19-30,info:fedora/harleyspiller:MetadataReview7,menus,Karen's
harleyspiller:38475,19-19-31,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41289,19-19-31,info:fedora/harleyspiller:MetadataReview7,menus,Kennedy Centre
harleyspiller:38591,19-19-32,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41216,19-19-32,info:fedora/harleyspiller:MetadataReview7,menus,Lam's Garden Kitchen
harleyspiller:38541,19-19-33,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41184,19-19-33,info:fedora/harleyspiller:MetadataReview7,menus,Meiling's Shanghai Restaurant
harleyspiller:38571,19-19-34,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41190,19-19-34,info:fedora/harleyspiller:MetadataReview7,menus,Moghul
harleyspiller:38602,19-19-35,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41248,19-19-35,info:fedora/harleyspiller:MetadataReview7,menus,Nanking
harleyspiller:38463,19-19-36,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41256,19-19-36,info:fedora/harleyspiller:MetadataReview7,menus,New Bo Bo I Kitchen
harleyspiller:38497,19-19-37,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41315,19-19-37,info:fedora/harleyspiller:MetadataReview7,menus,New Magic Wok
harleyspiller:38518,19-19-38,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41326,19-19-38,info:fedora/harleyspiller:MetadataReview7,menus,No. 1 China
harleyspiller:38488,19-19-39,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41283,19-19-39,info:fedora/harleyspiller:MetadataReview7,menus,No. 1 Chinese Kitchen
harleyspiller:38553,19-19-4,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41291,19-19-4,info:fedora/harleyspiller:MetadataReview7,menus,Asia
harleyspiller:38582,19-19-40,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41228,19-19-40,info:fedora/harleyspiller:MetadataReview7,menus,No. 1 Chinese & Spanish Restaurant
harleyspiller:38550,19-19-41,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41173,19-19-41,info:fedora/harleyspiller:MetadataReview7,menus,No. 1 Hoboken
harleyspiller:38527,19-19-42,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41335,19-19-42,info:fedora/harleyspiller:MetadataReview7,menus,No. 1 Plus
harleyspiller:38485,19-19-43,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41280,19-19-43,info:fedora/harleyspiller:MetadataReview7,menus,Off The Wall
harleyspiller:38455,19-19-44,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41271,19-19-44,info:fedora/harleyspiller:MetadataReview7,menus,Off The Wall
harleyspiller:38509,19-19-45,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41300,19-19-45,info:fedora/harleyspiller:MetadataReview7,menus,Off The Wall
harleyspiller:38565,19-19-46,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41204,19-19-46,info:fedora/harleyspiller:MetadataReview7,menus,Panda Restaurant
harleyspiller:38614,19-19-47,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41237,19-19-47,info:fedora/harleyspiller:MetadataReview7,menus,River Gate
harleyspiller:38593,19-19-48,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41218,19-19-48,info:fedora/harleyspiller:MetadataReview7,menus,Sally Ling's
harleyspiller:38535,19-19-49,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41178,19-19-49,info:fedora/harleyspiller:MetadataReview7,menus,Sarvey
harleyspiller:38585,19-19-5,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41323,19-19-5,info:fedora/harleyspiller:MetadataReview7,menus,Bean Curd
harleyspiller:38611,19-19-50,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41231,19-19-50,info:fedora/harleyspiller:MetadataReview7,menus,Sen Hai
harleyspiller:38562,19-19-51,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41198,19-19-51,info:fedora/harleyspiller:MetadataReview7,menus,Sen Hai
harleyspiller:38503,19-19-52,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41297,19-19-52,info:fedora/harleyspiller:MetadataReview7,menus,Shun Lee Kitchen
harleyspiller:38449,19-19-53,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41268,19-19-53,info:fedora/harleyspiller:MetadataReview7,menus,Silver Pond
harleyspiller:38479,19-19-54,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41277,19-19-54,info:fedora/harleyspiller:MetadataReview7,menus,Taipei Noodle House
harleyspiller:38521,19-19-55,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41332,19-19-55,info:fedora/harleyspiller:MetadataReview7,menus,"""U"" Like"
harleyspiller:38547,19-19-56,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41167,19-19-56,info:fedora/harleyspiller:MetadataReview7,menus,"""U"" Like Seafood"
harleyspiller:38579,19-19-57,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41222,19-19-57,info:fedora/harleyspiller:MetadataReview7,menus,Wild Fusion
harleyspiller:38597,19-19-58,info:fedora/harleyspiller:MetadataReview9,,"4535 Beijing Quanjude Roast Duck Retaurant Name: mods_titleInfo_title_ms, dtype: object"
harleyspiller:41243,19-19-58,info:fedora/harleyspiller:MetadataReview7,menus,Wonderful Chinese Restaurant
