local ID,Correct Document ID,person_name,Update_Person_Note_1,role,Update Role to ,Source Data from https://docs.google.com/spreadsheets/d/1FOGLzWUCnqeR9FoqH_sUAKdSa6-gG1Rc5ncKtoT5p4k/edit#gid=684112097,related_people_original
731.0,Carte_Turche_517,Kıbrız Kadısı,delete,undetermined,,,
733.0,Carte_Turche_518,Sadrazam Hüsrev Paşa,,undetermined,,,
735.0,Carte_Turche_519,emin Mustafa,Mustafa - Emin,undetermined,,,
736.0,Carte_Turche_519,emin Şeriki Kavan oğlu,parse,Mentioned,,,Kıbrıs Defterdarı|Addressee|Kıbrıs Kadısı|Addressee|Kıbrıs Yeniçeri Ağası|Addressee|Recep Paşa|Sender|emin Mustafa|emin Şeriki Kavan oğlu|Mentioned|Hüsrev Paşa|Mustafa Çelebi
734.0,Carte_Turche_519,Recep Paşa,,Sender,,,
737.0,Carte_Turche_520,Maliye,delete,Sender,,,
738.0,Carte_Turche_521,Müftü,delete,Sender,,,
740.0,Carte_Turche_523,emin Şerik,parse,Mentioned,,,Sekban Başı|Sender|emin Mustafa|emin Şerik|Mentioned
739.0,Carte_Turche_523,Sekban Başı,delete,Sender,,,
741.0,Carte_Turche_524,Anadolu Kazaskeri,delete,Sender,,,
742.0,Carte_Turche_525,kazasker Mehmed,Mehmed - Kasasker,undetermined,,,
744.0,Carte_Turche_526,Trablusgarb Bölükbaşları,delete,undetermined,,,
745.0,Carte_Turche_526,Trablusgarb Oda başları,delete,Addressee,,,
743.0,Carte_Turche_526,Trablusgarb Yeniçeri Ağası,delete,Addressee,,,
746.0,Carte_Turche_527,Gaspar veled-i Yakamo,,undetermined,,,
747.0,Carte_Turche_529,Mikail Antamini,,undetermined,,,
748.0,Carte_Turche_529,Yanul Papri,,Mentioned,,,
753.0,Carte_Turche_53,Mehmed (head defterdar of the treasury),Mehmed -Başdefterdar,undetermined,,,
752.0,Carte_Turche_53,Mukataat Nazırı,delete,Addressee,,,
750.0,Carte_Turche_53,Platamone Mukataat müfettişi,parse,Addressee,,,Talanda [Eğriboz] Kadısı|Addressee|Platamone Mukataat müfettişi|Addressee|Talanda Mukataat Müfettişi|Addressee|Mukataat Nazırı|Addressee|Porte|Sender|Mehmed (head defterdar of the treasury)
749.0,Carte_Turche_53,Talanda [Eğriboz] Kadısı,"offfice, not person",Addressee,,,
751.0,Carte_Turche_53,Talanda Mukataat Müfettişi,"offfice, not person",undetermined,,,
754.0,Carte_Turche_530,Akdenizde oan Kadılar,delete,Addressee,,,
755.0,Carte_Turche_530,bölükbaşı Ali,Ali - Bölükbaşı,undetermined,,,
757.0,Carte_Turche_531,Düka Mantova,delete,Mentioned,,,
756.0,Carte_Turche_531,"Kapudan, Trablusgarb",delete,Sender,,,
759.0,Carte_Turche_534,Leş Kadısı,delete,undetermined,,,
760.0,Carte_Turche_534,Leş Kalesi Dizdarı,delete,Addressee,,,
758.0,Carte_Turche_534,Ülgün Dizdarı,delete,undetermined,,,
761.0,Carte_Turche_535,Leş [kalesi] Dizdarına,delete,undetermined,,,
762.0,Carte_Turche_537,Kurd Kethüda,delete,Mentioned,,,
764.0,Carte_Turche_539,Hızır,,undetermined,,,
765.0,Carte_Turche_539,Kuşu,delete,Mentioned,,,
763.0,Carte_Turche_539,Sabıkan Rumeli Kadısı olan Hasan Efendi,Hasan Efendi - Sabıkan Rumeli Kadısı,Sender,,,
766.0,Carte_Turche_54,Talanda Kadısı,"offfice, not person",Addressee,,,
768.0,Carte_Turche_541,Fabucin,,Mentioned,,,
767.0,Carte_Turche_541,Francesko Fedento,,undetermined,,,
770.0,Carte_Turche_542,Karlıili'de Dizdarlar,delete,Addressee,,,
769.0,Carte_Turche_542,Karlıili'de olan Kadılar,delete,undetermined,,,
771.0,Carte_Turche_543,Mora'da olan Kadılar,delete,Addressee,,,
772.0,Carte_Turche_543,Mora'da olan kale Dizdarları,delete,undetermined,,,
773.0,Carte_Turche_543,Mora'da olan Neferat Ağaları,delete,Addressee,,,
774.0,Carte_Turche_544,Sekbanbaşı Kasım,Kasım - Sekbanbaşı,Sender,,,
775.0,Carte_Turche_545,Kasım,,undetermined,,,
776.0,Carte_Turche_546,Mikail Eftamini,,undetermined,,,
777.0,Carte_Turche_549,Bosna'da olan beyler,delete,Addressee,,,
778.0,Carte_Turche_549,Bosna'da olan kadılar,delete,undetermined,,,
781.0,Carte_Turche_550,Bosna'da olan İskele Eminleri,delete,Addressee,,,
780.0,Carte_Turche_550,Bosna'da olan Kadılar,delete,undetermined,,,
779.0,Carte_Turche_550,Bosna'da olan Sancakbeyleri,delete,Addressee,,,
782.0,Carte_Turche_550,Geralimo Fazanyo,,undetermined,,,
784.0,Carte_Turche_554,Framikael,,undetermined,,,
783.0,Carte_Turche_554,Sabıkan (gap in the text) Ergiri Kasrı sakinlerinden Derviş Bey,Derviş Bey - Ergiri Kasrı Sakini,Addressee,,,
789.0,Carte_Turche_555,Delvine Sancakbeyi,delete,Addressee,,,
785.0,Carte_Turche_555,Dukakin Sancakbeyi,delete,Addressee,,,
787.0,Carte_Turche_555,İlbasan Sancakbeyi,delete,Addressee,,,
786.0,Carte_Turche_555,Ohri Sancakbeyi,delete,undetermined,,,
788.0,Carte_Turche_555,Yanya Sancakbeyi,delete,Addressee,,,
794.0,Carte_Turche_557,Batista Fante,,undetermined,,,
792.0,Carte_Turche_557,Francesko Mavro,,undetermined,,,
793.0,Carte_Turche_557,Manto Fante,,Mentioned,,,
791.0,Carte_Turche_557,Mora [Sancağındaki] İskele Eminleri,delete,undetermined,,,
790.0,Carte_Turche_557,Mora [Sancağındaki] Kadılar,delete,Addressee,,,
796.0,Carte_Turche_558,Eğriboz olan eminler,delete,undetermined,,,
795.0,Carte_Turche_558,Eğriboz olan kadılar,delete,Addressee,,,
797.0,Carte_Turche_560,Eğriboz  Eminleri,delete,undetermined,,,
798.0,Carte_Turche_562,"Cemazin [Salvago, Gianesin]","Salvago, Gianesin",undetermined,,,
799.0,Carte_Turche_563,"Cemazin ( but written in this document as ""Samriba""--could be a surname?)","Salvago, Gianesin",undetermined,,,
800.0,Carte_Turche_567,Kapudan Paşa Mustafa,Mustafa Paşa - Kapudan,undetermined,,,
801.0,Carte_Turche_571,Akdenizde olan Kadılar,delete,Addressee,,,
802.0,Carte_Turche_571,Akdenizde olan Kale Dizdarlarına,delete,undetermined,,,
803.0,Carte_Turche_572,Galata efendisi (kadısı),delete,Sender,,,
804.0,Carte_Turche_574,Marko veled-i Nazo,,undetermined,,,
805.0,Carte_Turche_575,Reisü'l-Küttab Hasan Efendi,Hasan Efendi - Reis'ül Küttab,Sender,,,
806.0,Carte_Turche_576,Hasan Efendi,,undetermined,,,
807.0,Carte_Turche_577,Filipo Beravi,,undetermined,,,
808.0,Carte_Turche_579,Akdenizde olan İskele Eminleri,delete,undetermined,,,
809.0,Carte_Turche_581,Moton Kadısı,delete,Addressee,,,
810.0,Carte_Turche_585,Tunus Yeniçeri Kethüdası,delete,undetermined,,,
812.0,Carte_Turche_590,Bar kadısı,delete,undetermined,,,
811.0,Carte_Turche_590,İskenderiye kadısı,delete,Addressee,,,
813.0,Carte_Turche_591,İlbasanlu Hasan,,undetermined,,,
814.0,Carte_Turche_593,Krisatofro Vento,,undetermined,,,
815.0,Carte_Turche_596,Valapan / Şaban Reis,,undetermined,,,
817.0,Carte_Turche_599,Kudüs-i Şerif Beylerbeyi,delete,undetermined,,,
816.0,Carte_Turche_599,Şam Beylerbeyi,delete,Addressee,,,
818.0,Carte_Turche_600,Avlonya Emini,delete,Addressee,,,
819.0,Carte_Turche_603,Cezair Yeniçeri Ağası,delete,Addressee,,,
820.0,Carte_Turche_603,Cezair Yeniçeri Kethüdası,delete,undetermined,,,
822.0,Carte_Turche_604,Francesco Kortar,,undetermined,,,
821.0,Carte_Turche_604,Venetian bailo,delete,Sender,,,
823.0,Carte_Turche_607,Banayot veled-i Kiryazi,,undetermined,,,
824.0,Carte_Turche_614,İlyas Paşa,,undetermined,,,
825.0,Carte_Turche_616,Belgrad  Kadısı,delete,undetermined,,,
826.0,Carte_Turche_619,Sabık İskenderiye Sancağı Beyi Hasan,Hasan - Sabıkan İskenderiye Sancakbeyi,undetermined,,,
827.0,Carte_Turche_628,Silhadar Paşa hazretlerinin ketdüdaları olan Mehmed Ağadan,Mehmed Ağa - Kethüda,Sender,,,
828.0,Carte_Turche_629,İskendiriye Sancakbeyi,delete,Addressee,,,
829.0,Carte_Turche_629,Karacadağ Kadısı,delete,undetermined,,,
830.0,Carte_Turche_630,Mora sancağında vaki olan Kadılar,delete,Addressee,,,
831.0,Carte_Turche_631,Bosna Beylerbeyi,delete,Addressee,,,
832.0,Carte_Turche_632,Dukakin sancakbeyi,delete,Addressee,,,
833.0,Carte_Turche_634,Gokan,,undetermined,,,
834.0,Carte_Turche_635,Ando,,undetermined,,,
835.0,Carte_Turche_636,İskenderiye Sancakbeyi,delete,undetermined,,,
836.0,Carte_Turche_637,Nuh Paşa,,undetermined,,,
837.0,Carte_Turche_638,Trablusgarb Kadısı,delete,Addressee,,,
838.0,Carte_Turche_638,Trablusgarb Sancakbeyi,delete,undetermined,,,
839.0,Carte_Turche_639,Marko Suderenti,,undetermined,,,
840.0,Carte_Turche_640,İdris Ağa,,Sender,,,
841.0,Carte_Turche_640,Marko Sudarenti,,undetermined,,,
842.0,Carte_Turche_645,Muşi Paşa'nın kaymakamına,,Addressee,,,
844.0,Carte_Turche_646,Südde-i saadetimden Venedik beylerine tabi Kotor kalesine varınca yol üzerinde olan Dizdarları,delete,undetermined,,,
843.0,Carte_Turche_646,Südde-i saadetimden Venedik beylerine tabi Kotor kalesine varınca yol üzerinde olan Kadıları,delete,Addressee,,,
845.0,Carte_Turche_647,Nikolto Markovik,"Markovik, Nikolto",undetermined,,,
847.0,Carte_Turche_648,Antonaki,,undetermined,,,
846.0,Carte_Turche_648,"Ebu Bekir, mutasarrıf of Rodos",Ebubekir - Rodos Mutassarıfı,Sender,,,
848.0,Carte_Turche_65,Cozeb Vehureru De Kanal,,undetermined,,,
850.0,Carte_Turche_650,Akdenizde vaki olan Kadılar,delete,undetermined,,,
849.0,Carte_Turche_650,Akdenizde vaki olan Sancakbeyleri,delete,Addressee,,,
851.0,Carte_Turche_651,Bekir Paşa,,undetermined,,,
853.0,Carte_Turche_653,Manisada Venediklinin danilerinin bulunduğu Kadılar,delete,undetermined,,,
852.0,Carte_Turche_653,Tire Kadısı,delete,Addressee,,,
854.0,Carte_Turche_656,Budin Defterdarı,delete,Addressee,,,
855.0,Carte_Turche_657,Koron  Dizdarı,delete,Addressee,,,
856.0,Carte_Turche_658,Bostancıyan-ı Hassa Mustafa,Mustafa - Bostancıyan-ı Hassa,Sender,,,
857.0,Carte_Turche_658,Markanton Guvala,,undetermined,,,
858.0,Carte_Turche_66,Derya kenarında olan Beyler,delete,Addressee,,,
859.0,Carte_Turche_66,Derya kenarında olan Sancakbeyleri,delete,undetermined,,,
860.0,Carte_Turche_660,Venedikden İstanbula gelinceye yol üzerinde olan beyler,delete,Addressee,,,
861.0,Carte_Turche_660,Venedikden İstanbula gelinceye yol üzerinde olan kadılar,delete,undetermined,,,
862.0,Carte_Turche_661,Akdeniz Yalılarında vaki kale dizdarları,delete,Addressee,,,
863.0,Carte_Turche_661,Akdeniz Yalılarında vaki Neferat Ağaları,delete,undetermined,,,
865.0,Carte_Turche_662,Bosna Eyaletinde vaki olan Kadılar,delete,undetermined,,,
864.0,Carte_Turche_662,Bosna Eyaletinde vaki olan Sancakbeyleri,delete,Addressee,,,
866.0,Carte_Turche_663,Bosnada vaki olan Kadılar,delete,Addressee,,,
867.0,Carte_Turche_664,Bosna Kadıları,delete,Addressee,,,
868.0,Carte_Turche_665,Kilis Sancağı Mutasarrıfı olan (gap in the text ),delete,Addressee,,,
870.0,Carte_Turche_67,Velesin Kadısı,delete,undetermined,,,
869.0,Carte_Turche_67,Yenişehir Kadısı,delete,Addressee,,,
871.0,Carte_Turche_673,Moton Dizdarı,delete,undetermined,,,
873.0,Carte_Turche_674,Venedikden Asitane-i Saadetime kadar yalılarda ve adalarda vaki olan kadılar,delete,undetermined,,,
872.0,Carte_Turche_674,Venedikden Asitane-i Saadetime kadar yalılarda ve adalarda ve derya yüzünde vaki sancakbeyleri,delete,Addressee,,,
874.0,Carte_Turche_675,Yeralimo Teravizan,"Trevisan, Girolamo",undetermined,,,
876.0,Carte_Turche_679,Midilli Kadısı,delete,undetermined,,,
875.0,Carte_Turche_679,Midilli Sancakbeyi,delete,Addressee,,,
877.0,Carte_Turche_68,Derya kenarında vaki olan Sancakbeyleri,delete,Addressee,,,
878.0,Carte_Turche_68,"Deryada bulunan
 beyler",delete,undetermined,,,
879.0,Carte_Turche_681,Anton Garibilo,,undetermined,,,
880.0,Carte_Turche_682,Mehemmed Defterdar,Mehemmed - Defterdar,Sender,,,
881.0,Carte_Turche_683,bailo Marko,delete,undetermined,,,
882.0,Carte_Turche_684,Marko,,undetermined,,,
883.0,Carte_Turche_687,Orlandi,,undetermined,,,
884.0,Carte_Turche_688,Fra Emidio,,undetermined,,,
885.0,Carte_Turche_689,Garillo (Garitlo),,undetermined,,,
886.0,Carte_Turche_69,Cerolimo Lipovani Kavalir [Girolamo Lippomano],"Lippomano, Girolamo",undetermined,,,
888.0,Carte_Turche_690,Deryada ve karada olan Kadılar,delete,undetermined,,,
887.0,Carte_Turche_690,Deryada ve karada vaki olan Sancakbeyleri,delete,Addressee,,,
889.0,Carte_Turche_691,"Mevlana Mehmed, kadı of İstanbul",Mevalana Mehmed - İstanbul Kadısı,Sender,,,
890.0,Carte_Turche_691,Yakamo Korin,"Contarini, Giacomo",undetermined,,,
891.0,Carte_Turche_692,"Mehmed Efendi, kadı of İstanbul",Mehmed Efendi - İstanbul Kadısı,Sender,,,
892.0,Carte_Turche_692,Mevlana Mehmed,,undetermined,,,
893.0,Carte_Turche_693,Vezir-i Azam,delete,Sender,,,
894.0,Carte_Turche_694,Yakomo Korin,"Contarini, Giacomo",undetermined,,,
895.0,Carte_Turche_695,Kefe  Kadısı,delete,Addressee,,,
896.0,Carte_Turche_695,Sair Kadılar,delete,undetermined,,,
897.0,Carte_Turche_696,İstanbul Kadısı,delete,Addressee,,,
898.0,Carte_Turche_697,Yakomo Korin Kavalir,"Contarini, Giacomo",undetermined,,,
899.0,Carte_Turche_698,(gap in the text) kadısı,delete,Addressee,,,
900.0,Carte_Turche_699,Asitane-i Saadetimden Edirneye varınca yol üzerinde vaki olan emna [Eminler],delete,Addressee,,,
901.0,Carte_Turche_699,Asitane-i Saadetimden Edirneye varınca yol üzerinde vaki olan Kethüdalar,delete,undetermined,,,
902.0,Carte_Turche_70,Mahreddin Halife,,undetermined,,,
903.0,Carte_Turche_700,Değirmenlik Mütesellimi,delete,Addressee,,,
904.0,Carte_Turche_701,Kilidü'l Bahr Dizdarı,delete,Addressee,,,
905.0,Carte_Turche_701,Sultaniyye kadısı,delete,undetermined,,,
906.0,Carte_Turche_704,Yorgi veled-i Yanni,,undetermined,,,
907.0,Carte_Turche_706,Delvine mütesellimi,delete,Addressee,,,
908.0,Carte_Turche_706,Kaymakam Mustafa Paşa,Mustafa Paşa - Kaymakam,undetermined,,,
909.0,Carte_Turche_707,Kaymakam,delete,Sender,,,
910.0,Carte_Turche_709,Kızlar ağasından,delete,Sender,,,
911.0,Carte_Turche_71,Haleb Defterdarı Nuh,delete,Addressee,,,
912.0,Carte_Turche_712,Ayamavra kale dizdarı,delete,Addressee,,,
913.0,Carte_Turche_712,Kapudan Ali Paşa,Ali Paşa - Kapudan,undetermined,,,
914.0,Carte_Turche_713,"Kasım, Sekbanbaşı",Kasım - Sekbanbaşı ,Sender,,,
915.0,Carte_Turche_715,Veziriazam,delete,Sender,,,
916.0,Carte_Turche_715,Yagumo Kovirino Kavalir (Yakomo Korin),"Contarini, Giacomo",undetermined,,,
917.0,Carte_Turche_717,Celal Paşa,,Sender,,,
920.0,Carte_Turche_717,Dimitri Korbodiş,,undetermined,,,
919.0,Carte_Turche_717,Hüseyin Beşe,,Mentioned,,,
926.0,Carte_Turche_717,Hüseyin Çelebi bin Abdullah,,Mentioned,,,
923.0,Carte_Turche_717,İbrahim Ağa bin Hüseyin,,undetermined,,,
922.0,Carte_Turche_717,Konstantin,,Mentioned,,,
924.0,Carte_Turche_717,Mustafa Çelebi,,Mentioned,,,
925.0,Carte_Turche_717,Receb Çavuş bin Abdullah,,Mentioned,,,
921.0,Carte_Turche_717,Yorgi Marko,,undetermined,,,
918.0,Carte_Turche_717,Yusuf bin Hüseyin,,undetermined,,,
932.0,Carte_Turche_720,Dimitri Korkudino,,undetermined,,,
930.0,Carte_Turche_720,Masalto Yalif,,undetermined,,,
934.0,Carte_Turche_720,Mehmed Çelebi bin Şaban,,Mentioned,,,
935.0,Carte_Turche_720,Mehmed Efendi,,Mentioned,,,
927.0,Carte_Turche_720,Mihali veled-i Handelyo,,undetermined,,,
928.0,Carte_Turche_720,Nikolo veled-i Kusude,,Mentioned,,,
936.0,Carte_Turche_720,Osman Mahmud Ağa,,Mentioned,,,
931.0,Carte_Turche_720,Palolfo,,Mentioned,,,
933.0,Carte_Turche_720,Şaban Hasan Ağa,,undetermined,,,
929.0,Carte_Turche_720,Yanni veled-i Yorgo,,undetermined,,,
947.0,Carte_Turche_721,Ali Çelebi bin Mehmed,,undetermined,,,
950.0,Carte_Turche_721,Asım Kethüda,Asım - Kethüda ,undetermined,,,
940.0,Carte_Turche_721,İskenderiye'de Ayan-ı Vilayet,delete,Addressee,,,
941.0,Carte_Turche_721,İskenderiye'de İş erbabları,delete,Addressee,,,
937.0,Carte_Turche_721,İskenderiye'de vaki olan kadılar,delete,undetermined,,,
938.0,Carte_Turche_721,İskenderiye'de vaki olan Kethüdalar,delete,Addressee,,,
939.0,Carte_Turche_721,İskenderiye'de vaki olan Yeniçeri serdarları,delete,Addressee,,,
945.0,Carte_Turche_721,Karlıili'de Ayan-ı Vilayet,delete,undetermined,,,
946.0,Carte_Turche_721,Karlıili'de İş erbabları,delete,Addressee,,,
942.0,Carte_Turche_721,Karlıili'de vaki olan kadılar,delete,Addressee,,,
943.0,Carte_Turche_721,Karlıili'de vaki olan Kethüdalar,delete,Addressee,,,
944.0,Carte_Turche_721,Karlıili'de vaki olan Yeniçeri serdarları,delete,Addressee,,,
948.0,Carte_Turche_721,Mehmed bin İbrahim,,undetermined,,,
949.0,Carte_Turche_721,Mehmed Çelebi bin Hüseyin,,Mentioned,,,
951.0,Carte_Turche_722,"Kapudan Paşa, Grand Admiral",delete,Sender,,,
952.0,Carte_Turche_723,"Ahmed Paşa, Sadrazam",Ahmed Paşa - Sadrazam,Sender,,,
953.0,Carte_Turche_724,"Kadı, Ali Efendi",Ali Efendi - Kadı,Sender,,,
963.0,Carte_Turche_725,Ali Efendi,,Mentioned,,,
956.0,Carte_Turche_725,Cerav,,undetermined,,,
957.0,Carte_Turche_725,Dimitri Paroli,,undetermined,,,
955.0,Carte_Turche_725,Filipo Gramatiko,,undetermined,,,
961.0,Carte_Turche_725,İstimati Palologu,,Mentioned,,,
954.0,Carte_Turche_725,"kad, ı, Abdülkadir",Abdülkadir,Sender,,,
962.0,Carte_Turche_725,Mehmed Ağa bin Mustafa Çelebi,,undetermined,,,
958.0,Carte_Turche_725,Mihali Babalı,,Mentioned,,,
959.0,Carte_Turche_725,Mihali Tatakur,,undetermined,,,
960.0,Carte_Turche_725,Yanagi Lehyune,,Mentioned,,,
964.0,Carte_Turche_726,Dukakin Kadısı,delete,Addressee,,,
966.0,Carte_Turche_726,İskender[iye] Kadısı,delete,Addressee,,,
965.0,Carte_Turche_726,İskender[iye] Sancakbeyi,delete,Addressee,,,
967.0,Carte_Turche_727,İzmir Emini,delete,Addressee,,,
968.0,Carte_Turche_727,İzmir Haracdarı,delete,undetermined,,,
969.0,Carte_Turche_727,Yakamo Korin Kavalir,"Contarini, Giacomo",undetermined,,,
970.0,Carte_Turche_729,emin Hüseyin,Hüseyin - Emin,undetermined,,,
974.0,Carte_Turche_73,Atavlid Maksud,,undetermined,,,
976.0,Carte_Turche_73,Mansur,,undetermined,,,
975.0,Carte_Turche_73,Marin Agadi Safrin,,Mentioned,,,
973.0,Carte_Turche_73,Mehmed Gamize,,undetermined,,,
972.0,Carte_Turche_73,Mehmed Mansur oğlu,,Mentioned,,,
971.0,Carte_Turche_73,Seyyid Ahmed Süleyman Paşa,Süleyman Paşa,undetermined,,,
977.0,Carte_Turche_732,Galata Kadısı,delete,Addressee,,,
978.0,Carte_Turche_738,Bailo,delete,Sender,,,
979.0,Carte_Turche_738,mutrasarrıf Mustafa,Mustafa - Mutasarrıf,undetermined,,,
980.0,Carte_Turche_740,"in place of the names of the bailo and the Jewish person, there are two gaps in the Ottoman text",delete,undetermined,,,
981.0,Carte_Turche_741,Not indicated in the Ottoman text but Italian one says Süleyman Çelebi,delete,Sender,,,
982.0,Carte_Turche_741,Yakomo Kovrini Kavalir,"Contarini, Giacomo",undetermined,,,
983.0,Carte_Turche_742,Gabela kadısı Abdullah,Abdullah - Gabela Kadısı,Sender,,,
985.0,Carte_Turche_744,İskender[iye] yalılarında vaki olan kadılar,delete,undetermined,,,
984.0,Carte_Turche_744,Karlıili Sancakbeyi Mehmed,Mehmed - Karlıili Sancakbeyi,Addressee,,,
986.0,Carte_Turche_746,Mustafa Karavanik,,undetermined,,,
987.0,Carte_Turche_748,Çavuşbaşı (ser çavuş),delete,Sender,,,
988.0,Carte_Turche_750,Haleb Müsellimi,delete,Addressee,,,
989.0,Carte_Turche_751,Francesko Foskari,,undetermined,,,
992.0,Carte_Turche_752,"Baltazar Sovan, French consul",,Mentioned,,,
990.0,Carte_Turche_752,"Kadı, Ramazan efendi",Ramazan Efendi - Kadı,Sender,,,
993.0,Carte_Turche_752,witnesses,delete,undetermined,,,
991.0,Carte_Turche_752,Yakomo Kovirin Kavalir,"Contarini, Giacomo",undetermined,,,
994.0,Carte_Turche_753,"Anton Santoni, Venetian consul",,undetermined,,,
995.0,Carte_Turche_754,Corci Terçi,,undetermined,,,
996.0,Carte_Turche_754,İnepo Poyaçuni,,Mentioned,,,
997.0,Carte_Turche_754,Sakızlı İstefan Dekmopos,,undetermined,,,
998.0,Carte_Turche_758,"Mikal, dragoman",,Mentioned,,,
999.0,Carte_Turche_759,Ambroz,,undetermined,,,
1003.0,Carte_Turche_76,Markokin,,undetermined,,,
1000.0,Carte_Turche_76,Murad,,undetermined,,,
1001.0,Carte_Turche_76,Terfun,delete,Mentioned,,,
1002.0,Carte_Turche_76,Terfun (another one),,undetermined,,,
1007.0,Carte_Turche_761,Can Batista Surpi,,Mentioned,,,
1005.0,Carte_Turche_761,Gabele kalesi dizdarı,delete,undetermined,,,
1004.0,Carte_Turche_761,Gabele kapudanı,delete,Addressee,,,
1006.0,Carte_Turche_761,sair ağalar,delete,Addressee,,,
1009.0,Carte_Turche_762,Anton Mazoro,,undetermined,,,
1010.0,Carte_Turche_762,Can Basta,,Mentioned,,,
1008.0,Carte_Turche_762,"Kadı, Makarska",delete,Sender,,,
1011.0,Carte_Turche_763,Kadı of Makarska,delete,Sender,,,
1012.0,Carte_Turche_763,witness names,delete,undetermined,,,
1013.0,Carte_Turche_764,Nazır Veli Ağa,,Sender,,,
1014.0,Carte_Turche_765,Feray Maryanovik,,undetermined,,,
1015.0,Carte_Turche_767,"İbrahim, emin and dizdar",İbrahim - Emin ve Dizdar,undetermined,,,
1016.0,Carte_Turche_768,"Süleyman Ağa, Kethüda",Süleyman Ağa - Kethüda,Sender,,,
1018.0,Carte_Turche_77,Halife,delete,undetermined,,,
1017.0,Carte_Turche_77,"Mevlana, M, uhamme, d Halil",Mevlana Muhammed Halil,Sender,,,
1019.0,Carte_Turche_773,"Kadı, Mısır",delete,Sender,,,
1021.0,Carte_Turche_774,Barto Rossiti,,undetermined,,,
1023.0,Carte_Turche_774,Benadikt,,Mentioned,,,
1022.0,Carte_Turche_774,Lovdiko Terninsi,,undetermined,,,
1020.0,Carte_Turche_774,Markozin,,Mentioned,,,
1024.0,Carte_Turche_775,"Ambros (z), dragoman",,undetermined,,,
1025.0,Carte_Turche_776,Ayamavra Dizdarı,delete,Addressee,,,
1028.0,Carte_Turche_776,Hüseyin Paşa Yakomo Korin Kavalir,parse,undetermined,,,Ayamavra Dizdarı|Addressee|İnebahtı Kadısı|Addressee|İnebahtı Dizdarı|Addressee|Kapudan Paşa Ali|Sender|Hüseyin Paşa Yakomo Korin Kavalir
1026.0,Carte_Turche_776,İnebahtı Dizdarı,delete,Addressee,,,
1027.0,Carte_Turche_776,Kapudan Paşa Ali,Ali Paşa - Kapudan,Sender,,,
1029.0,Carte_Turche_778,Elvir Molin,,undetermined,,,
1032.0,Carte_Turche_78,d Halil,delete,undetermined,,,
1030.0,Carte_Turche_78,Mevlana,,Mentioned,,,
1031.0,Carte_Turche_78,uhamme,delete,undetermined,,,
1034.0,Carte_Turche_782,Avra Cupobmibo ?,,Mentioned,,,
1033.0,Carte_Turche_782,Tuzla kadısı,delete,Addressee,,,
1035.0,Carte_Turche_783,"not indicated in the Ottoman text, Italian text has Kapudan Paşa",delete,undetermined,,,
1036.0,Carte_Turche_785,Andurusa Kadısı,delete,Addressee,,,
1037.0,Carte_Turche_786,"Ahmed Paşa, vezir",Ahmed Paşa - Vezir,Sender,,,
1038.0,Carte_Turche_788,Süleyman Ağa,,undetermined,,,
1039.0,Carte_Turche_789,"Kadı, Fakusa (Famagusa)",delete,Sender,,,
1041.0,Carte_Turche_79,Kapudan Paşa Hasan,Hasan Paşa - Kapudan,undetermined,,,
1040.0,Carte_Turche_79,Preveze Dizdarı,delete,Addressee,,,
1042.0,Carte_Turche_791,"Mehmed Sabr, i",Mehmed Sabri,Sender,,,
1043.0,Carte_Turche_791,Names of people who signed the arz including some officials and important people from Cyprus,delete,undetermined,,,
1044.0,Carte_Turche_792,Mehmed Sabri,,undetermined,,,
1045.0,Carte_Turche_794,Moşi Levi,,undetermined,,,
1046.0,Carte_Turche_801,Anastas,,undetermined,,,
1048.0,Carte_Turche_802,Kosko,,undetermined,,,
1047.0,Carte_Turche_802,"not indicated in the Ottoman text, Italian text has this part",delete,Sender,,,
1050.0,Carte_Turche_804,Galata gümrük emini,delete,undetermined,,,
1049.0,Carte_Turche_804,Galata sekban başı,delete,Addressee,,,
1051.0,Carte_Turche_807,unfinished order---,delete,Sender,,,
1053.0,Carte_Turche_808,Venedikden karadan ve deryadan asitane-i saadetime gelince yol üzerinde olan Kadılar,delete,Addressee,,,
1056.0,Carte_Turche_808,Venedikden karadan ve deryadan asitane-i saadetime gelince yol üzerinde olan kazalarda vaki İskele Eminleri,delete,Addressee,,,
1054.0,Carte_Turche_808,Venedikden karadan ve deryadan asitane-i saadetime gelince yol üzerinde olan kazalarda vaki Kethüdalar,delete,Addressee,,,
1057.0,Carte_Turche_808,Venedikden karadan ve deryadan asitane-i saadetime gelince yol üzerinde olan kazalarda vaki Neferat Ağaları,delete,Addressee,,,
1055.0,Carte_Turche_808,Venedikden karadan ve deryadan asitane-i saadetime gelince yol üzerinde olan kazalarda vaki Yeniçeri Serdarları,delete,Addressee,,,
1052.0,Carte_Turche_808,Venedikden karadan ve deryadan asitane-i saadetime gelince yol üzerinde olan Sancakbeyleri,delete,Addressee,,,
1058.0,Carte_Turche_811,Beyrut beylerbeyi,delete,Addressee,,,
1059.0,Carte_Turche_811,Sayda Kadısı,delete,undetermined,,,
1060.0,Carte_Turche_812,Gelibolu Kadısı Naibleri,delete,Addressee,,,
1061.0,Carte_Turche_815,Gasparo Gasparin,,undetermined,,,
1062.0,Carte_Turche_816,Asitane-i Saadetimden İzmire varınca yol üzerinde olan Kethüdadar,delete,Addressee,,,
