local ID,Correct Document ID,person_name,Update_Person_Note_1,role,Update Role to ,Source Data from https://docs.google.com/spreadsheets/d/1FOGLzWUCnqeR9FoqH_sUAKdSa6-gG1Rc5ncKtoT5p4k/edit#gid=684112097,related_people_original
2070.0,doc_italian_003,Bailo di Ven.a,delete,mentioned,,,
2067.0,doc_italian_003,Bassa della Bossina,delete,recipient,,,
2068.0,doc_italian_003,Sanzacco di Clissa,delete,recipient,,,
2069.0,doc_italian_003,Sanzacco di Lica,delete,recipient,,,
2071.0,doc_italian_004,Beglierbei della Bossina,delete,recipient,,,
2074.0,doc_italian_006,Felippo Pasqualigo,"Pasqualigo, Felippo",mentioned,,,
2073.0,doc_italian_006,Halil Bei Sanzaco di Lica,Halil - Lica Sancakbeyi,mentioned,,,
2072.0,doc_italian_006,"Mustafà Bei, Sanzacco di Bilachi",Mustafa - Sabıkan Bihaç Sancakbeyi,mentioned,,,
2076.0,doc_italian_007,Defterdar di Aleppo,delete,recipient,,,
2075.0,doc_italian_007,"Mehmet, Chiaus della Grecia",Rum Mehmet - Çavuş ,recipient,,,
2077.0,doc_italian_008,Cadi di Jerusalem,delete,recipient,,,
2079.0,doc_italian_009,Defterdar Grande,delete,recipient,,,
2078.0,doc_italian_009,"Salvago, Giovanni [Gianesin?]",,translator,,,
2081.0,doc_italian_010,Cadi di Castel Novo,delete,recipient,,,
2082.0,doc_italian_010,Proveditore di Cattaro,delete,recipient,,,
2080.0,doc_italian_010,Sanzacco di Ersech,delete,recipient,,,
2084.0,doc_italian_011,Cadi di Scuttari,delete,recipient,,,
2083.0,doc_italian_011,"Sanzacco, Scutari",delete,recipient,,,
2087.0,doc_italian_012,"Branza, Marco",,mentioned,,,
2086.0,doc_italian_012,Cadi di Alessio,delete,recipient,,,
2088.0,doc_italian_012,"Emin, Alessio",,mentioned,,,
2085.0,doc_italian_012,Mufetis di Alessio,delete,recipient,,,
2089.0,doc_italian_013,Beglierbei di Hama,delete,recipient,,,
2091.0,doc_italian_013,Consule della Signoria di Ven.a,delete,mentioned,,,
2092.0,doc_italian_013,Datiaro Gomeda,,mentioned,,,
2090.0,doc_italian_013,"Seid Acmat (Defterdar of Tripoli, recently elected Defterdar of  Defterdar of Aleppo)","Seyid Ahmet - Tripoli Defterdarı, müteakiben seçilmiş Halep Defterdarı",mentioned,,,
2093.0,doc_italian_014,Seid Acmat (Defterdar of Aleppo),Seid Acmat (Seyid Ahmed) - Haleb Defterdarı,mentioned,,,
2094.0,doc_italian_015,Beglierbei di Tripoli,delete,recipient,,,
2095.0,doc_italian_015,Christoforo Dragoman,,mentioned,,,
2096.0,doc_italian_015,Consule di Aleppo,delete,mentioned,,,
2097.0,doc_italian_015,Mehmet Bei et Datiaro della Scala di Tripoli,Mehmet Bey - Tripoli Defterdarı,mentioned,,,
2099.0,doc_italian_016,"Acmat, Seid (Defterdar di Cipro)",Seyid Ahmet - Kıbrıs Defterdarı,mentioned,,,
2098.0,doc_italian_016,Cadi di Secremen,delete,recipient,,,
2101.0,doc_italian_016,Gomeda,,mentioned,,,
2100.0,doc_italian_016,"Mamut, Defterdar of Cairo, previously Defterdar of Aleppo","Mahmut - Sabıkan Halep, müteakiben Haleb Defterdarı ",mentioned,,,
2104.0,doc_italian_017,Cadi di Pera,delete,mentioned,,,
2102.0,doc_italian_017,Chiaus,delete,mentioned,,,
2103.0,doc_italian_017,Mustafa (son of Schender),,mentioned,,,
2106.0,doc_italian_019,Cadi di Monte Negro,delete,recipient,,,
2105.0,doc_italian_019,"Sanzacco, Scuttari",delete,recipient,,,
2107.0,doc_italian_019,"Toma (Thoma), Ricca",,mentioned,,,
2113.0,doc_italian_021,Ba'tta [Battista] Massa,,mentioned,,,
2108.0,doc_italian_021,Beglerbei della Scala del Caffà,delete,recipient,,,
2109.0,doc_italian_021,Cadi della Scala del Caffà,delete,recipient,,,
2111.0,doc_italian_021,Cattavere della Scala del Caffà,delete,recipient,,,
2112.0,doc_italian_021,Emini della Scala del Caffà,delete,recipient,,,
2110.0,doc_italian_021,Mufeti della Scala del Caffà,delete,recipient,,,
2114.0,doc_italian_022,"Acmat, Seid (Defterdar of Tripoli, recently elected Defterdar of Aleppo)","Seyid Ahmet - Tripoli Defterdarı, müteakiben seçilmiş Halep Defterdarı",mentioned,,,
2115.0,doc_italian_023,Doge di Ven.a,delete,recipient,,,
2117.0,doc_italian_023,"Ismail, Chiaus",İsmail - Çavuş,mentioned,,,
2116.0,doc_italian_023,"Mansur Bei, Sanzacco of Tripoli",Mansur - Tripoli Sancakbeyi,mentioned,,,
2119.0,doc_italian_023,"Muhamet, Chiaus",Muhammet - Çavuş,mentioned,,,
2118.0,doc_italian_023,"Osman, Defterdar",Osman - Defterdar,mentioned,,,
2120.0,doc_italian_024,Cadi di Smirne,delete,recipient,,,
2121.0,doc_italian_025,Sanzacco di Jerusalem,delete,recipient,,,
2122.0,doc_italian_026,"Mehemet, son of Mansur Bei, Sanzacco of Tripoli",Tripoli Sancakbeyi Mansur Beyin oğlu Mehemet ,mentioned,,,
2123.0,doc_italian_028,Cadi of Tripoli,delete,recipient,,,
2126.0,doc_italian_029,"Contarini, Tomaso",,mentioned,,,
2125.0,doc_italian_029,Defterdar di Tripoli,delete,recipient,,,
2124.0,doc_italian_029,Sanzacco di Tripoli,delete,recipient,,,
2129.0,doc_italian_030,Bailo di Venezia,delete,mentioned,,,
2128.0,doc_italian_030,Oliazar [Armenian Patriarch of Jerusalem],,mentioned,,,
2127.0,doc_italian_030,Primo Vesir,delete,recipient,,,
2134.0,doc_italian_031,Ambrosio fig[liuo]lo d’Antonio,,mentioned,,,
2140.0,doc_italian_031,Giacomo Querini Kavalier,"Querini, Giacomo",mentioned,,,
2138.0,doc_italian_031,Hassan Aga fig[liuo]lo d’Abdula Mustafa,Abdullah Mustafa oğlu Hasan Ağa,mentioned,,,
2136.0,doc_italian_031,Ibrahim Bassa fig[liuo]lo di Mehmet Gianizzaro,Mehmet Gianizzaro oğlu İbrahim Paşa,mentioned,,,
2137.0,doc_italian_031,Mehmet Aga fig[liuo]lo Hazi Ali,Hacı Ali oğlu Mehmet Ağa,mentioned,,,
2135.0,doc_italian_031,Mehmet Bassa fig[liuo]lo d’Ali Gianizzaro,Ali Gianizzaro oğlu Mehmet Paşa,mentioned,,,
2130.0,doc_italian_031,"Mehmet Effendi, Cadi di Costantinopoli",Mehmet Efendi - İstanbul Kadısı,recipient,,,
2131.0,doc_italian_031,Mustafa Effendi fig[liuo]lo di Seid Mehmet Effendi,Seyid Mehmet oğlu Mustafa Efendi,mentioned,,,
2132.0,doc_italian_031,Osman Chiaus fig[liuo]lo d’Ahmet,Ahmet oğlu Osman - Çavuş,mentioned,,,
2139.0,doc_italian_031,Rezep Buluc Bassi di Gallatta,Recep - Galata'da Bölükbaşı,mentioned,,,
2133.0,doc_italian_031,Sabri Mehmet Effendi fig[liuo]lo d’Aabdulrahim,,mentioned,,,
2156.0,doc_italian_032,Ambrosio fig[liuo]lo d’Antonachi,,mentioned,,,
2150.0,doc_italian_032,Baba Daud fig[liuo]lo di Hussein,Hüseyin oğlu Baba Davud,mentioned,,,
2151.0,doc_italian_032,Calil fig[liuo]lo di Mussa,Musa oğlu Halil,mentioned,,,
2153.0,doc_italian_032,Curt fig[liuo]lo di Nicolo,,undetermined,,,
2154.0,doc_italian_032,Gioane fig[liuo]lo di Stefano,,mentioned,,,
2147.0,doc_italian_032,Hamse fig[liuo]lo d’Abdulgani,Abdülgani oğlu Hamse,mentioned,,,
2148.0,doc_italian_032,Mehmet Bassa fig[liuo]lo di Mussa Zocadar,Musa oğlu Mehmet Paşa,mentioned,,,
2142.0,doc_italian_032,Messia Giacomo Querini Cavalier,,mentioned,,,
2149.0,doc_italian_032,Mussa Bei fig[liuo]lo di Mehmet et Checaia’,Mehmet oğlu Musa Bey,mentioned,,,
2146.0,doc_italian_032,Mustafà Celebi fig[liuo]lo di Rezep,Recep oğlu Mustafa Çelebi,mentioned,,,
2145.0,doc_italian_032,Mustafa Effendi fig[liuo]lo d’Abdulchierim,Abdülkerim oğlu Mustafa Efendi,mentioned,,,
2144.0,doc_italian_032,Mustafa Effendi fig[liuo]lo di Saban,Şaban oğlu Mustafa Efendi,mentioned,,,
2152.0,doc_italian_032,Natio fig[liuo]lo di Nicolo,,mentioned,,,
2143.0,doc_italian_032,Rezep Effendi fig[liuo]lo di Ahmet Scrivano,Kâtip Ahmet oğlu Recep,mentioned,,,
2155.0,doc_italian_032,Roboli fig[liuo]lo di Martin Francese,,undetermined,,,
2141.0,doc_italian_032,"Seid Ahmet Effendi, cadi di Galata",Seyid Ahmet Efendi - Galata Kadısı,recipient,,,
2158.0,doc_italian_033,Bassa’ di Buda,delete,recipient,,,
2160.0,doc_italian_033,Duca di Mantova,delete,mentioned,,,
2161.0,doc_italian_033,Imperator de gli Alemani,delete,mentioned,,,
2159.0,doc_italian_033,Re' di Spagna,delete,mentioned,,,
2157.0,doc_italian_033,Salvago Gio: Battista,,translator,,,
2162.0,doc_italian_034,Beglerbei della Bossina,delete,recipient,,,
2163.0,doc_italian_034,Fasaneo detto Rezep,,recipient,,,
2166.0,doc_italian_035,[Damiani],,mentioned,,,
2164.0,doc_italian_035,Bairam Bassà Visir Beglerbei del Cairo,Bayram Paşa - Vezir ve Kahire Beylerbeyi,recipient,,,
2165.0,doc_italian_035,Foscarini,,mentioned,,,
2167.0,doc_italian_035,Paulo [Paolo],,mentioned,,,
2170.0,doc_italian_036,Cadi di Bossina,delete,recipient,,,
2172.0,doc_italian_036,Duca di Rianto,delete,mentioned,,,
2171.0,doc_italian_036,Emiri di Bossina,delete,recipient,,,
2168.0,doc_italian_036,Gran S[igno]r,delete,recipient,,,
2169.0,doc_italian_036,Sanzachi di Bossina,delete,recipient,,,
2173.0,doc_italian_037,Cadi di Gierusalem,delete,recipient,,,
2174.0,doc_italian_037,Sanzaco di Gierusalem,delete,recipient,,,
2175.0,doc_italian_037,Sultan Mustaffà Han,Mustafa - Sultan,mentioned,,,
2176.0,doc_italian_038,Beglerbei di Cipro,delete,recipient,,,
2177.0,doc_italian_038,Cadi di Cipro,delete,recipient,,,
2178.0,doc_italian_039,"Francesco, G. [Giovanni]",,recipient,,,
2181.0,doc_italian_040,Cadi di Antivari,delete,recipient,,,
2180.0,doc_italian_040,Cadi di Scutari,delete,recipient,,,
2182.0,doc_italian_040,Cassan da Ebbassano,,mentioned,,,
2183.0,doc_italian_040,Il Mufti,delete,mentioned,,,
2179.0,doc_italian_040,Sanzaco di Scutari,delete,recipient,,,
2185.0,doc_italian_041,Duca di Mantoa,delete,mentioned,,,
2184.0,doc_italian_041,Re’ di Spagna,delete,mentioned,,,
2189.0,doc_italian_042,Calendar di Abdullà,Abdullah oğlu Kalender,recipient,,,
2191.0,doc_italian_042,Essedulad Effendi,Sadullah Efendi,recipient,,,
2188.0,doc_italian_042,Giorgio Giustinian,"Giustiniano, Giorgio",recipient,,,
2190.0,doc_italian_042,Ibraim Bassa di Abdullà,Abdullah oğlu İbrahim Paşa,recipient,,,
2187.0,doc_italian_042,Paisan Achmet,,recipient,,,
2192.0,doc_italian_042,Seid Mahmud Effendi,Seyid Mahmud Efendi,recipient,,,
2186.0,doc_italian_042,Suliman Rais,Süleyman Reis,recipient,,,
2193.0,doc_italian_043,Cadi di Galipoli,delete,recipient,,,
2194.0,doc_italian_043,Castelani delli Casteli,delete,recipient,,,
2198.0,doc_italian_044,Anzolo Franco,,mentioned,,,
2201.0,doc_italian_044,Assan Bassà Vesir et Capitano,Hasan Paşa - Vezir ve Kapudan,mentioned,,,
2199.0,doc_italian_044,Giorgio Giustiniano,"Giustiniano, Giorgio",mentioned,,,
2200.0,doc_italian_044,Mehemet Bassa di Abdulla,Abdullah oğlu Mehemet Paşa,mentioned,,,
2196.0,doc_italian_044,"Pervis Bei, Sanzaco di Andro",,mentioned,,,
2197.0,doc_italian_044,"Piale Chiecaia, figlio di Abdraman",,mentioned,,,
2195.0,doc_italian_044,"Rahmetulla, figlio di Osman",,recipient,,,
2204.0,doc_italian_045,"Borissi, Marcantonio",,recipient,,,
2202.0,doc_italian_045,"Seid, Abdi",Abdi Seyid,recipient,,,
2203.0,doc_italian_045,"Seid, Ahmet",Ahmet Seyid,recipient,,,
2205.0,doc_italian_046,Murad Aga Emino,Murat Ağa,recipient,,,
2206.0,doc_italian_048,[Christoforo],delete,mentioned,,,
2207.0,doc_italian_053,Mufti,delete,recipient,,,
2208.0,doc_italian_054,"Cavalier, Giacomo Quirini","Quirini, Giacomo",recipient,,,
2212.0,doc_italian_055,Cristoforo Brutti,"Brutti, Cristoforo",mentioned,,,
2211.0,doc_italian_055,Januli Maruoli,,mentioned,,,
2209.0,doc_italian_055,Lorenzo Bernardo,"Bernardo, Lorenzo",mentioned,,,
2210.0,doc_italian_055,Marino figliuolo di Januli Maruoli,,mentioned,,,
2213.0,doc_italian_060,Pietro voivoda di Bogdania,,recipient,,,
2222.0,doc_italian_066,Ali gia Alaj Bei,,recipient,,,
2220.0,doc_italian_066,Ali gia Cadi di Limason,Ali - Sabıkan Limasol Kadısı,recipient,,,
2217.0,doc_italian_066,Ibrahim gia Cadi delle Saline,,recipient,,,
2219.0,doc_italian_066,Jusuf Lettor,,recipient,,,
2225.0,doc_italian_066,Mehmet Aga al p'nte Bas Chiaus di Gianizzarj in Cipro,Mehmet Ağa - Kıbrıs'ta Yeniçeri Başçavuş ,recipient,,,
2224.0,doc_italian_066,Mehmet al p'nte Chehaia delli Gian.ri nell'Isola di Cipro,,recipient,,,
2216.0,doc_italian_066,"Mehmet gia Cadi delle Città di Chrise, e Cariar",Mehmet - Sabıkan Chrise? Kadısı,recipient,,,
2218.0,doc_italian_066,Mehmet gia Cadi di Limason,Mehmet - Sabıkan Limasol Kadısı,recipient,,,
2214.0,doc_italian_066,Mehmet gia Tefterdar dell'Isola di Cipro,Mehmet - Sabıkan Kıbrıs Defterdarı,recipient,,,
2223.0,doc_italian_066,Ramedan al p'nte Alaj Bei,Alaj Bei,recipient,,,
2221.0,doc_italian_066,Seid Dervis Mehmet Predicat.re nella Moschea di S.a Soffia,Seyid Derviş Mehmet - Sofya Camii Müezzini,recipient,,,
2215.0,doc_italian_066,Seid Hussein Capo d'Emirj dell'Isola di Cipro,Seyid Hüseyin - Kıbrıs Emiri,recipient,,,
2226.0,doc_italian_067,Caimacan di Costantinopoli,delete,recipient,,,
2228.0,doc_italian_068,"Effendi, Ebu Suud",Ebüssuûd Efendi,recipient,,,
2227.0,doc_italian_068,"Effendi, Ramadan",Ramazan Efendi,recipient,,,
2229.0,doc_italian_068,Imperator di Mussulmani,delete,mentioned,,,
2230.0,doc_italian_069,Suleiman Agà Chehaià del Primo Vesir,,recipient,,,
2233.0,doc_italian_070,"Alvise, former dragoman nell'Isola di Cupro",delete,mentioned,,,
2231.0,doc_italian_070,Bassà di Cipro,delete,recipient,,,
2232.0,doc_italian_070,"Murad, former beglerbei di Cipro",Murad - Sabıkan Kıbrıs Beylerbeyi,mentioned,,,
2234.0,doc_italian_070,"Pietro, current dragoman nell'Isola di Cipro",,mentioned,,,
2242.0,doc_italian_071,Bazar Bassi Doner,delete,mentioned,,,
2243.0,doc_italian_071,Califè,delete,mentioned,,,
2241.0,doc_italian_071,Calil Aga,Halil Ağa,mentioned,,,
2235.0,doc_italian_071,Chussein Effendi figl[iuo]lo d’Ahmet Naipo,Ahmet oğlu Hüseyin Efendi,recipient,,,
2238.0,doc_italian_071,Draco figl[iuo]lo di Battista,,mentioned,,,
2244.0,doc_italian_071,Hazi Calil,Hacı Halil,mentioned,,,
2240.0,doc_italian_071,Hazi Suleiman Àga,Hacı Süleyman Ağa,mentioned,,,
2236.0,doc_italian_071,Ibrahim Passà,İbrahim Paşa,mentioned,,,
2250.0,doc_italian_071,Imperator di Francia,delete,mentioned,,,
2245.0,doc_italian_071,Macsud Effendi figl[iuo]lo di Mustafà,Mustafa oğlu Maksud Efendi,undetermined,,,
2248.0,doc_italian_071,Mehmet figl[iuo]lo d’Abdulal,Abdullah oğlu Mehmet,mentioned,,,
2239.0,doc_italian_071,Mitrofano Mitropolita,,mentioned,,,
2247.0,doc_italian_071,Rezed Calife Caim,,undetermined,,,
2237.0,doc_italian_071,Roboli Procurator delli Mercanti dell’Imperator di Francia,,mentioned,,,
2249.0,doc_italian_071,Sinan Aga figl[iuo]lo di Mahmud,Mahmud oğlu Sinan Ağa,mentioned,,,
2246.0,doc_italian_071,Suleiman Celebi Serdar,Süleyman Çelebi - Serdar,mentioned,,,
2251.0,doc_italian_072,Negroponte Ciprioto,,mentioned,,,
2252.0,doc_italian_073,Geriacos,,mentioned,,,
2253.0,doc_italian_074,Cadi di Gerusalem,delete,recipient,,,
2257.0,doc_italian_075,Bailo di Venetia,delete,mentioned,,,
2255.0,doc_italian_075,Beglerbei di Bossina,delete,recipient,,,
2254.0,doc_italian_075,"Girolamo, Alberti","Alberti, Girolamo",translator,,,
2256.0,doc_italian_075,Sanzacco del Clissa,delete,mentioned,,,
2258.0,doc_italian_076,"Beglerbeghe d'Aleppo, Cadi d'Aleppo, Cadi di Tripoli",delete,recipient,,,
2260.0,doc_italian_076,Donato Marcello Nobile Veneto,,mentioned,,,
2259.0,doc_italian_076,Mehmet Mansur,,mentioned,,,
2261.0,doc_italian_077,Cadi di Sio[Chios?],delete,recipient,,,
2262.0,doc_italian_077,Jeracobo di Giorgi,,mentioned,,,
2263.0,doc_italian_078,"Beglerbei and Cadi of Aleppo, Cadis of Tripoli di Soria, Seremen, Aleppo",delete,recipient,,,
2264.0,doc_italian_078,Sanzacco di Zebele Mehmet Gomeda,Mehmet Gomeda,mentioned,,,
2265.0,doc_italian_079,"[Borisi, Marc'antonio]",,translator,,,
2267.0,doc_italian_080,"[Sippomana?], Gierolimo Cavaliere",,mentioned,,,
2270.0,doc_italian_080,Aggisehman [sic] fig.li di Mehmet,,mentioned,,,
2272.0,doc_italian_080,Baili,delete,mentioned,,,
2269.0,doc_italian_080,Cassum fig.li di Mahmut,,mentioned,,,
2266.0,doc_italian_080,Doge di Venetia,delete,recipient,,,
2271.0,doc_italian_080,Ibraim fig.li di Mehmet,Mehmet oğlu İbrahim,mentioned,,,
2273.0,doc_italian_080,Mercanti Bossinesi,delete,mentioned,,,
2268.0,doc_italian_080,Murret figliolo di Timur,Timur oğlu Murat,mentioned,,,
2274.0,doc_italian_081,Beglerbeghi della Bossina,delete,recipient,,,
2281.0,doc_italian_082,Andrea,,mentioned,,,
2279.0,doc_italian_082,Assan Aga,Hasan Ağa,mentioned,,,
2276.0,doc_italian_082,Cadi della Prevera,delete,recipient,,,
2277.0,doc_italian_082,Comito Alil della Valona,,mentioned,,,
2278.0,doc_italian_082,Comito Christili Acmet,,mentioned,,,
2287.0,doc_italian_082,Giorgi,,undetermined,,,
2280.0,doc_italian_082,Ianculi,,mentioned,,,
2285.0,doc_italian_082,Iani,,mentioned,,,
2292.0,doc_italian_082,Iusaf d'Orem,,mentioned,,,
2291.0,doc_italian_082,la moglie d'Ant[oni]o Flava,Flava (wife of Antonio),mentioned,,,
2289.0,doc_italian_082,Matteo Fassali,"Fassali, Matteo",undetermined,,,
2290.0,doc_italian_082,Moglie di Andrea Supana con figliuoli,,mentioned,,,
2282.0,doc_italian_082,Petrio Petruli,,mentioned,,,
2294.0,doc_italian_082,Rahaman,,mentioned,,,
2275.0,doc_italian_082,Sanzacco di Carli Ili,delete,recipient,,,
2284.0,doc_italian_082,Simon,,mentioned,,,
2286.0,doc_italian_082,Stamati da Sula,,mentioned,,,
2283.0,doc_italian_082,Stefano,,mentioned,,,
2288.0,doc_italian_082,Vassili,,mentioned,,,
2293.0,doc_italian_082,Verachiti,,mentioned,,,
2295.0,doc_italian_083,Cadi di Santa Maura,delete,recipient,,,
2296.0,doc_italian_084,Beglerbei et Cadi d'Aleppo,delete,recipient,,,
2297.0,doc_italian_084,Muradem Agi Mehemet Bei,,mentioned,,,
2298.0,doc_italian_085,Cadi delle Smirne,delete,recipient,,,
2299.0,doc_italian_085,Mehemet Appaltator,,mentioned,,,
2300.0,doc_italian_086,Beglerbei et Cadi di Tripoli di Soria,delete,recipient,,,
2301.0,doc_italian_086,Mehemet Gomeda Sanzacco di Tebele et datiero della Scall[sic]a di Tripoli,,mentioned,,,
2302.0,doc_italian_087,Emini di Scala di Tripoli di Soria,delete,mentioned,,,
2303.0,doc_italian_088,Cadi di Platamona,delete,recipient,,,
2304.0,doc_italian_088,Cadi di Talanti,delete,recipient,,,
2305.0,doc_italian_089,Cadi di Salanta,delete,recipient,,,
2306.0,doc_italian_089,Inquisitori e Soprastanti di quei luoghi,delete,recipient,,,
2307.0,doc_italian_090,Ciafer Aga,Cafer Ağa,mentioned,,,
2309.0,doc_italian_090,Giovanni fig.li di Marian Favro,,mentioned,,,
2308.0,doc_italian_090,Osman Aga,Osman Ağa,mentioned,,,
2310.0,doc_italian_091,Sanzacco di Scutari,delete,recipient,,,
2311.0,doc_italian_093,Beglerbei di Tripoli di Soria,delete,recipient,,,
2312.0,doc_italian_093,Mansur Ogli,Mansur oğlu,mentioned,,,
2313.0,doc_italian_093,Mehemet Bei,Mehmet Bey,mentioned,,,
2317.0,doc_italian_094,"Assan, fig.lo di Mansur Memmet Beg",Mansur Mehmet bey oğlu Hasan,mentioned,,,
2314.0,doc_italian_094,Beglerbeghi di Damasco,delete,recipient,,,
2316.0,doc_italian_094,Gamisa Memmet Beg Defterdar in Tripoli,Mehmet Bey - Tripoli defterdarı,mentioned,,,
2315.0,doc_italian_094,Mansur Memmet Beg Emin della Scala di Tripoli,Mansur Mehmet Bey - Tripoli Emini,mentioned,,,
2318.0,doc_italian_095,Beglerbeghi d'Aleppo,delete,recipient,,,
2319.0,doc_italian_095,Cadi d'Aleppo,delete,recipient,,,
2320.0,doc_italian_095,Defterdar d'Aleppo,delete,recipient,,,
2321.0,doc_italian_097,"Brutti, Bartolomeo I",,translator,,,
2322.0,doc_italian_097,Sanzacco di Gerusalem,delete,recipient,,,
2323.0,doc_italian_098,Defterdar di Tripoli di Soria,delete,recipient,,,
2324.0,doc_italian_098,Nico.o da Canal,,mentioned,,,
2325.0,doc_italian_099,Girolamo Lippamano,"Lippomano, Girolamo",mentioned,,,
2326.0,doc_italian_100,See Notes,delete,recipient,,,
2328.0,doc_italian_101,Cadi di Jegniseher Limno,delete,recipient,,,
2329.0,doc_italian_101,Cadi di Zatalze,delete,recipient,,,
2327.0,doc_italian_101,Inquisitore di Mucatahut,delete,recipient,,,
2330.0,doc_italian_101,Ministri delle Scalle,delete,recipient,,,
2331.0,Echnebi_Defteri_01,Dartan,,Addressee,,,
2332.0,Echnebi_Defteri_02,"Defteri, Kasaban; Negroni?, Andrea",delete,Addressee,,,
2333.0,Echnebi_Defteri_03,"Galata, Kadi of Istanbul;",delete,Addressee,,,
2334.0,Echnebi_Defteri_03,"Negroni?, Andrea",,Mentioned,,,
2335.0,Echnebi_Defteri_04,"Haleb, Beglerbegi of",delete,Addressee,,,
2336.0,Echnebi_Defteri_05,"Haleb, Beglerbegi; Defterdar of",delete,Addressee,,,
2337.0,Echnebi_Defteri_06,"Hersek, Beg of",delete,Addressee,,,
2339.0,Echnebi_Defteri_07,Beg and Qadis of; Aga,delete,undetermined,,,
2341.0,Echnebi_Defteri_07,Hasan Aga,Hasan Ağa,undetermined,,,
2343.0,Echnebi_Defteri_07,Huseyin,Hüseyin,undetermined,,,
2338.0,Echnebi_Defteri_07,Kilis,delete,Addressee,,,
2340.0,Echnebi_Defteri_07,Mahmud Aga,Mahmud Ağa,undetermined,,,
2342.0,Echnebi_Defteri_07,Receb Aga,Receb Ağa,undetermined,,,
2344.0,Echnebi_Defteri_08,"Kilis, Beg of",delete,Addressee,,,
2345.0,Echnebi_Defteri_09,"Klis, Beglerbegi of Bosna; Begs of",delete,Addressee,,,
2346.0,Echnebi_Defteri_10,"Qadis, commander of the Imperial Guards (bostancibasi)",delete,Addressee,,,
2347.0,Echnebi_Defteri_100,"Istanbul, Kadıs of Galata;",delete,Addressee,,,
2348.0,Echnebi_Defteri_101,"Izmir, Beg and Kadis of Tire and",delete,Addressee,,,
2349.0,Echnebi_Defteri_102,"Izmir, Kadi of",delete,Addressee,,,
2350.0,Echnebi_Defteri_103,"Judges of Istanbul, Edirne and Bursa",delete,Addressee,,,
2351.0,Echnebi_Defteri_104,"Misir, Beglerbegi; Kadi; Defterdar of; Misir, Hasan Pasa Vezir of eyalet",,Addressee,,,
2353.0,Echnebi_Defteri_105,"Misir, Hasan Pasa Vezir of eyalet",,Mentioned,,,
2352.0,Echnebi_Defteri_105,"Misir, Hasan Pasa Vezir of eyalet; Filipo, Civan Antoni; Anton",,Addressee,,,
2355.0,Echnebi_Defteri_106,"Filipo, Civan Antoni",,Mentioned,,,
2354.0,Echnebi_Defteri_106,"Mısır, Beglerbegi; Kadi; Defterdar of; Damiani], Paolo veled Damiyan [Paolo",,Addressee,,,
2357.0,Echnebi_Defteri_107,"Damiani], Paolo veled Damiyan [Paolo","Damiani, Paolo",Mentioned,,,
2356.0,Echnebi_Defteri_107,"Mora, Beg and Kadis of; Donkosfi, Covan","Donkosfi, Giovanni",Addressee,,,
2359.0,Echnebi_Defteri_108,"Donkosfi, Covan",,Mentioned,,,
2358.0,Echnebi_Defteri_108,Musarunileyh,delete,Addressee,,,
2360.0,Echnebi_Defteri_109,"Qadis, Sancakbegis and",delete,Addressee,,,
2361.0,Echnebi_Defteri_110,"Sakiz, Kadi of",delete,Addressee,,,
2363.0,Echnebi_Defteri_111,"Borisi], Rak’aelc Markonton [Marcantonio","Borisi, Marcantonio",Translator (Dragoman),,,
2362.0,Echnebi_Defteri_111,"Saruhan, Kadı of Manisa; Beg of",delete,Addressee,,,
2364.0,Echnebi_Defteri_115,"Bosna, Beglerbegi of",delete,Addressee,,,
2365.0,Echnebi_Defteri_116,"Mustafa; Eskiyasi, Kefere",parse,Addressee,,,"Mustafa; Eskiyasi, Kefere|Addressee"
2367.0,Echnebi_Defteri_117,"Bailos, Venetian",delete,Translator (Dragoman),,,
2368.0,Echnebi_Defteri_117,"Eskiyasi, Kefere",delete,Mentioned,,,
2366.0,Echnebi_Defteri_117,"Serif, Beg; Kadi of Kudus-u",delete,Addressee,,,
2370.0,Echnebi_Defteri_118,"Bailo, Venitian",delete,Translator (Dragoman),,,
2369.0,Echnebi_Defteri_118,"Kerik, Beg; Kadi of; Selim, Sultan",parse,Addressee,,,"Kerik, Beg; Kadi of; Selim, Sultan|Addressee|Bailo, Venitian|Translator (Dragoman)"
2373.0,Echnebi_Defteri_119,"Anton, Dimo",,undetermined,,,
2371.0,Echnebi_Defteri_119,"Ayamur, Beg of Karlı Ili",delete,Addressee,,,
2374.0,Echnebi_Defteri_119,Kostaboli,delete,undetermined,,,
2377.0,Echnebi_Defteri_119,Padlo,delete,undetermined,,,
2372.0,Echnebi_Defteri_119,"Selim, Sultan",Sultan Selim,Mentioned,,,
2375.0,Echnebi_Defteri_119,Todori,,undetermined,,,
2376.0,Echnebi_Defteri_119,Yano,,undetermined,,,
2378.0,Echnebi_Defteri_120,"paşa, Kapudan; Hasan",Hasan Paşa - Kapudan,Addressee,,,
2379.0,Echnebi_Defteri_121,"Sakız, Beg of Değirmenlik; Kadı of",delete,Addressee,,,
2380.0,Echnebi_Defteri_122,"Sakız, Beg; Kadı of",delete,Addressee,,,
2381.0,Echnebi_Defteri_123,Governor (mutasarrif) of Herzegovina (Hersek) and to the Qadi of the Danube (Tuna),delete,Addressee,,,
2382.0,Echnebi_Defteri_123,Osman son of Mehmed,Mehmet oğlu Osman,undetermined,,,
2384.0,Echnebi_Defteri_125,Bogaz Hisari,delete,undetermined,,,
